_id,Loại dự án,Tên dự án,Đường,Thành phố,Chủ đầu tư,Trạng thái,Diện tích(m²),Ngày đăng,Tổng vốn đầu tư(tỷ đồng),Xếp hạng,Mô tả
66f8f9e18ac175583333e8ef,Căn hộ chung cư,Căn hộ Phú Đông Sky Garden Dĩ An,đường An Bình,TP. Dĩ An,Công ty Cổ phần Địa ốc Phú Đông (Phú Đông Group),Đang mở bán,chưa cập nhật,11/09/2024 1:22 PM,chưa cập nhật,4.3,"Phú Đông Sky Garden (Phú Đông 3) là dự án căn hộ tọa lạc ngay trên tuyến đường An Bình, thuộc phường An Bình, thành phố Dĩ An, tỉnh Bình Dương."
66f8f9e38ac175583333e8f0,Căn hộ chung cư,Phú Đông Sky One: Dự án căn hộ tại Dĩ An,đường DT 743C,TP. Dĩ An,Công ty Cổ phần Địa ốc Phú Đông (Phú Đông Group),Đang mở bán,5615.0,11/09/2024 1:19 PM,chưa cập nhật,chưa có đánh giá,"Phú Đông Sky One có vị trí tọa lạc tại mặt tiền đường DT 743C, phường Tân Đông Hiệp, thành phố Dĩ An, tỉnh Bình Dương. Dự án kết nối đến tuyến đường DT 743B và gần kề các tuyến đường Mỹ Phước – Tân Vạn, Quốc lộ 1K thuận tiện cho việc di chuyển đến TP. Biên Hòa và TP. Hồ Chí Minh."
66f8f9e48ac175583333e8f1,Căn hộ chung cư,Eaton Park: Dự án tổ hợp căn hộ tại Thủ Đức,Đại lộ Mai Chí Thọ,Quận 2 - TP. Thủ Đức,Gamuda Land Việt Nam,Đang mở bán,36800.0,11/09/2024 1:23 PM,26000.0,chưa có đánh giá,"Dự án tổ hợp căn hộ Eaton Park tọa lạc ngay tại trung tâm hành chính Thủ Thiêm, địa chỉ mặt tiền đại lộ Mai Chí Thọ, phường An Phú, quận 2, thành phố Thủ Đức. Sở hữu vị trí giao thông liên vùng, tâm điểm của các tuyến đường huyết mạch: kết nối trực tiếp với hầm Thủ Thiêm để đến trung tâm Quận 1, cao tốc Long Thành – Dầu Giây và tuyến đường vành đai trong."
66f8f9e68ac175583333e8f2,Khu Đô Thị,LA Home: Dự án Khu đô thị tại Long An,Bến Lức,Long An,Công ty Cổ phần Prodezi Long An,Đang mở bán,1014000.0,11/09/2024 1:26 PM,2936.0,chưa có đánh giá,"LA Home có vị trí tại Xã Lương Hòa, huyện Bến Lức, tỉnh Long An. Từ dự án, cư dân dễ dàng di chuyển đến khu vực trung tâm thành phố, các tỉnh thành lân cận thông qua cao tốc Bến Lức – Long Thành, đường Vành đai 4. Đặc biệt, dự án được xem là khu đô thị vệ tinh trên vành đai khu công nghiệp (KCN) khi chỉ cách các KCN Tân Đức, KCN Hải Sơn, KCN Tân Đô, KCN Hữu Thanh, KCN Thịnh Phát… chỉ từ 10-15 phút di chuyển."
66f8f9ec8ac175583333e8f3,Căn hộ chung cư,HQC Tân Hương: Dự án nhà ở xã hội tại Tiền Giang,đường số 14,Châu Thành,Công ty Cổ phần Tư vấn - Thương mại - Dịch vụ Địa ốc Hoàng Quân,Đang mở bán,14187.8,11/09/2024 12:00 PM,530.0,chưa có đánh giá,"Dự án HQC Tân Hương tọa lạc tại xã Tân Hương, huyện Châu Thành, tỉnh Tiền Giang. Từ dự án, cư dân chỉ mất vài phút di chuyển đến KCN Tân Hương và trường Tiểu học Tân Hương B, 10 để di chuyển đến KCN Long Giang, bệnh viện đa khoa Châu Thành, bệnh viện đa khoa Vạn Phúc, trường THPT Thủ Khoa Huân… Đặc biệt, chỉ mất 5 phút cư có thể di chuyển đến Quốc lộ 1A, cao tốc HCM-Trung Lương để di chuyển nhanh chóng đến các trung tâm đô thị lớn của cả nước như TP.Cần Thơ và TP.HCM."
66f8f9ef8ac175583333e8f4,Căn hộ chung cư,Nam Ô Discovery: Dự án căn hộ tại Đà Nẵng,mặt tiền đường Nguyễn Tất Thành,quận Liên Chiểu,Công ty TNHH Asiana Paramount,Đang mở bán,chưa cập nhật,09/09/2024 3:01 PM,chưa cập nhật,chưa có đánh giá,"Nam Ô Discovery là dự án căn hộ tọa lạc tại mặt tiền đường Nguyễn Tất Thành, quận Liên Chiểu, TP.Đà Nẵng, do Gotec Land làm chủ đầu tư. Từ dự án cư dân dễ dàng tận hưởng các tiện ích ngoại khu đa dạng trong vòng 5-10 phút di chuyển như bãi tắm Nam Ô, Tổ hợp nghĩ dưỡng công viên nước Mikazuki, cảng biển Liên Chiểu, bến xe trung tâm Đà Nẵng, Vinpearl Làng Vân…"
66f8f9f28ac175583333e8f5,Nhà Phố - Biệt Thự,The Lagom: Dự án biệt thự nghỉ dưỡng tại Phú Quốc,Khu phức hợp du lịch Sonasea tại Bãi Trường,TP. Phú Quốc,Công ty Cổ phần Tập đoàn Hạ Tầng Đô Thị Corporation,Đang mở bán,11000.0,23/08/2024 2:15 PM,chưa cập nhật,chưa có đánh giá,"The Lagom Phú Quốc là dự án biệt thự tọa lạc trong khu phức hợp du lịch Sonasea tại Bãi Trường, TP.Phú Quốc, tỉnh Kiên Giang. Từ dự án cư dân dễ dàng tiếp cận các tiện ích đa dạng từ trung tâm thương mại, rạp chiếu phim, ga cáp treo, phố đi bộ, bờ biển Bãi Trường, sân bay Quốc tế Phú Quốc, thị trấn Dương Đông… chỉ từ 5 đến 15 phút di chuyển."
66f8f9f48ac175583333e8f6,Khu Đô Thị,Khu phố thương mại Uni Complex Bình Dương,góc đường An Dương Vương và Bùi Thị Xuân,TP. Thủ Dầu Một,Công ty Cổ phần Kinh doanh và Phát triển Bình Dương (BecamexTDC),Đang mở bán,8660.0,24/08/2024 6:32 PM,631.0,chưa có đánh giá,"Uni Complex là dự án nhà phố thương mại tọa lạc góc đường An Dương Vương và Bùi Thị Xuân, phường Phú Hòa, TP.Thủ Dầu Một, tỉnh Bình Dương. Dự án nằm đối diện cổng Khu công nghiệp VSIP II, dễ dàng di chuyển đến các địa điểm lân cận như Trung tâm thương mại – Hành chính, Trung tâm hành chính tỉnh Bình Dương, Trung tâm văn hóa, Trung tâm thể thao… chỉ 5-10 phút di chuyển."
66f8f9f68ac175583333e8f7,Khu Đô Thị,"The Centric: Tổ hợp thương mại, giải trí, văn hóa tại Hải Phòng",đường Đỗ Mười,Thủy Nguyên,Công ty Cổ phần Dịch vụ Cao ốc Masterise Lumiere Office – Masterise Home,Đang mở bán,72600.0,12/09/2024 10:02 AM,1323.0,chưa có đánh giá,"The Centric là tổ hợp thương mại, giải trí, văn hóa của chủ đầu tư Masterise Home có vị trí tại đường Đỗ Mười, xã Tân Dương, huyện Thủy Nguyên, Hải Phòng. Từ dự án cư dân có thể tiếp cận dễ dàng Trung tâm Hội nghị - Biểu diễn TP.Hải Phòng, Quảng trường Bắc sông Cấm, cầu Hoàng Văn Thụ, nhà hát, Aeon Mall Hải Phòng, sân bay quốc tế Cát Bi…."
66f8f9f98ac175583333e8f8,Căn hộ chung cư,The Orchard Hill: Phân khu cao tầng của khu phức hợp Sycamore Bình Dương,mặt tiền đường Hùng Vương,phường Phú Mỹ,Công ty TNHH Sycamore,Đang mở bán,11000.0,05/09/2024 5:28 PM,chưa cập nhật,5.0,"The Orchard Hill là giai đoạn thứ 2 của khu phức hợp Sycamore, tọa lạc tại mặt tiền đường Hùng Vương, phường Phú Mỹ, TP.Thủ Dầu Một, tỉnh Bình Dương. Dự án được bao quanh bởi các tuyến giao thông huyết mạch giúp kết nối các khu vực trọng điểm phía Nam như: Vành đai 4, Quốc lộ 13, Đại lộ Mỹ Phước – Tân Vạn – Nhơn Trạch…"
66f8f9fb8ac175583333e8f9,Nhà Phố - Biệt Thự,Phân khu Golf Land - Vinhomes Royal Island Hải Phòng,đảo Vũ Yên,Thủy Nguyên,Tập đoàn Vingroup - Công ty Cổ phần,Đang mở bán,chưa cập nhật,05/09/2024 4:00 PM,chưa cập nhật,chưa có đánh giá,"Phân khu Golf Land là phân khu đóng nằm ôm trọn sân golf 160ha, tại trung tâm thành phố đảo Vinhomes Royal Island, đảo Vũ Yên, huyện Thủy Nguyên, TP.Hải Phòng. Phân khu tiếp giáp với cả 3 trục giao thông huyết mạch Hạnh Phúc, Tia Sáng, Tương Lai và nằm gần các tiện ích nổi bật tại Vinhomes Royal Island là 7 kỳ quan sân golf, bến du thuyền, Học viện cưỡi ngựa Hoàng gia, công viên VinWonders, quảng trường Châu Âu…giúp cư dân tiếp cận dễ dàng."
66f8f9fd8ac175583333e8fa,Căn hộ chung cư,Dự án Chung cư Ben Hill Thuận An,đường Thuận Giao 25,TP. Thuận An,Công ty Cổ phần Đầu tư Ben House Việt Nam,Đang mở bán,7969.0,11/09/2024 1:31 PM,chưa cập nhật,chưa có đánh giá,"Ben Hill Thuận An là dự án căn hộ chung cư có vị trí tại đường Thuận Giao 25, phường Thuận Giao, TP.Thuận An, tỉnh Bình Dương. Từ dự án, cư dân có thể thuận tiện di chuyển đến các khu vực lân cận thông qua các trục đường huyết mạch như: Cao tốc Mỹ Phước – Tân Vạn, DT743, DT746, Quốc lộ 13… Bên cạnh đó, cư dân cũng kết nối nhanh chóng đến các tiện ích đa dạng, đầy đủ như siêu thị Aeon Mall, sân golf Sông Bé, Bệnh viện quốc tế Columbia, Bệnh viện Quốc tế Becamex, Bệnh viện quốc tế Hạnh Phúc,…"
66f8fa008ac175583333e8fb,Khu Đô Thị,Hội An Legacity: Dự án khu đô thị tại TP.Hội An,đường 28 tháng 3,phường Thanh Hà,Công ty Cổ phần Tập đoàn Royal Capital,Đang mở bán,662400.0,19/05/2024 8:00 PM,chưa cập nhật,chưa có đánh giá,"Hội An Legacity là dự án khu đô thị có vị trí tại đường 28 tháng 3, phường Thanh Hà, TP.Hội An, tỉnh Quảng Nam. Dự án tiếp giáp với các trục đường huyết mạch như tỉnh lộ DT607 (kết nối Đà Nẵng - Hội An), đường Điện Biên Phủ kết nối ra làng gốm Thanh Hà và tiếp giáp khu dân cư hiện hữu, làng hoa cây cảnh Thanh Hà…"
66f8fa038ac175583333e8fc,Bất Động Sản Nghỉ Dưỡng,The Larita: Dự án Khu nghỉ dưỡng tại Long An,đường Hương Lộ 10,Bến Lức,Công ty Cổ phần Bất động sản Xuân Thảo,Đang mở bán,37500.0,20/05/2024 10:01 AM,417.0,3.0,"Dự án The Larita tọa lạc tại đường Hương Lộ 10, xã Mỹ Yên, huyện Bến Lức, tỉnh Long An. Từ dự án cư dân có thể di chuyển dễ dàng đến chợ Bình Chánh, Bệnh viện Nhi đồng, Bệnh viện Y khoa Phạm Ngọc Thạch, chợ đầu mối Bình Điền, Aeon Mall Bình Tân, chợ Bến Thành, Sân bay Tân Sơn Nhất… trong khoảng từ 5-40 phút lái xe."
66f8fa058ac175583333e8fd,Căn hộ chung cư,Dự án Khu nhà ở phức hợp cao tầng Thuận An,Khu phố Hòa Lân 1,TP. Thuận An,Công ty Cổ phần Phát triển Bất Động Sản Phát Đạt,Đang mở bán,44600.0,21/08/2024 1:36 PM,9374.0,5.0,"Dự án Khu nhà ở phức hợp cao tầng Thuận An nằm tại đường Nguyễn Thị Minh Khai, thuộc Khu phố Hòa Lân 1, phường Thuận Giao, TP Thuận An, tỉnh Bình Dương."
66f8fa078ac175583333e8fe,Căn hộ chung cư,TT AVIO: Dự án căn hộ tại Bình Dương,Tỉnh lộ 743C,khu phố Tân Long,Công ty Cổ phần Đầu tư Phúc Lộc Khang,Đang mở bán,15900.0,21/08/2024 3:45 PM,3365.0,chưa có đánh giá,"Dự án căn hộ TT Avio Dĩ An nằm trên mặt tiền Tỉnh lộ 743C, khu phố Tân Long, phường Tân Đông Hiệp, thành phố Dĩ An, tỉnh Bình Dương. Từ dự án chỉ mất 5 phút để đến trung tâm thành phố Dĩ An, Thuận An, Thủ Dầu Một và siêu thị Vincom Dĩ An và 15 phút để đến TP.HCM. Các tuyến đường giao thông kết nối nhanh như đường DT743C, đường Mỹ Phước – Tân Vạn, Quốc lộ 13 và Quốc lộ 1K giúp việc di chuyển trở nên thuận lợi và nhanh chóng."
66f8fa098ac175583333e8ff,Khu Đô Thị,Sun Urban City: Dự án khu đô thị tại Hà Nam,Khu đô thị Bắc Châu Giang,TP. Phủ Lý,Công ty Cổ phần Mặt Trời Hà Nam,Đang mở bán,4200000.0,21/08/2024 3:46 PM,35000.0,chưa có đánh giá,"Dự án Sun Urban City tọa lạc tại Khu đô thị Bắc Châu Giang, phường Lam Hạ, thành phố Phủ Lý, tỉnh Hà Nam. Dự án nằm tiếp giáp trục giao thông Quốc lộ 21A, Quốc lộ 1A, Quốc lộ 21B mới và cao tốc Cầu Giẽ – Ninh Bình. Dự án chỉ cách trung tâm thành phố Hà Nội khoảng 50km, cư dân tại đây có thể dễ dàng di chuyển đến các địa điểm khác trong khu vực bằng các phương tiện giao thông đa dạng."
66f8fa0c8ac175583333e900,Khu Đô Thị,"The King Tower: Tổ hợp khách sạn, căn hộ và biệt thự tại Phú Thọ",đường Tiên Dung,TP. Việt Trì,Công ty TNHH Xây Dựng Tự Lập,Đang mở bán,18025.0,21/08/2024 3:47 PM,1323.0,chưa có đánh giá,"The King Tower tọa lạc trên đường Tiên Dung, phường Tiên Cát, TP.Việt Trì, tỉnh Phú Thọ. Dự án có tầm View trực diện Hồ Công Viên Văn Lang, gần đại lộ Hùng Vương, trục giao thông chính thành phố. Dự án cách Vincom Việt Trì chỉ 650m, cách cầu đi bộ TP.Việt Trì, ĐH Công Nghiệp Việt Trì 750m, cách Sở Y tế tỉnh Phú Thọ 900m… và cách khu di tích lịch sử Đền Hùng khoảng 10km."
66f8fa0d8ac175583333e901,Căn hộ chung cư,"Tổ hợp căn hộ, khách sạn Nobu Residences Đà Nẵng",Ngã 3 Võ Nguyên Giáp – Võ Văn Kiệt,Sơn Trà,Công ty Cổ phần Bất động sản Bản Việt,Đang mở bán,3000.0,21/08/2024 3:44 PM,chưa cập nhật,chưa có đánh giá,"Nobu Residences Đà Nẵng tọa lạc tại Ngã 3 Võ Nguyên Giáp – Võ Văn Kiệt, phường Phước Mỹ, quận Sơn Trà, TP.Đà Nẵng. Dự án cách cầu Rồng, chợ Hàn, công viên Châu Á, trung tâm hành chính Đà Nẵng, sân bay quốc tế Đà Nẵng chỉ từ 3,5-6,5km. Đặc biệt, từ dự án đi các điểm du lịch nổi tiếng như chùa Linh Ứng, Bà Nà Hill, phố cổ Hội An… chỉ mất 17-30 phút đi xe."
66f8fa108ac175583333e902,Khu Đô Thị,Song Long Green Avenue: Dự án khu đô thị tại Hà Tĩnh,thôn Song Long,Nghi Xuân,Công ty TNHH xuất nhập khẩu Châu Tuấn,Đang mở bán,498000.0,22/08/2024 3:17 PM,chưa cập nhật,chưa có đánh giá,"Song Long Green Avenue hay còn gọi là Khu đô thị Song Long có vị trí tại thôn Song Long, xã Cương Gián, huyện Nghi Xuân, tỉnh Hà Tĩnh. Với vị trí này, dự án được thừa hưởng những tiện ích ngoại khu đa dạng và đầy đủ. Từ dự án dễ dàng di chuyển đến sân golf Thịnh Lộc, Vinpearl Cửa Sót, Chùa Hương Tích, Bãi biển, sân Golf Xuân Thành, KĐT Eco Central Park… chưa đầy 30 phút."
66f8fa158ac175583333e903,Khu Đô Thị,Khu đô thị Phước Thắng: Dự án biệt thự và nhà phố tại Vũng Tàu,Phường 12,TP Vũng Tàu,Công ty Cổ phần Phát triển Nhà Bà Rịa - Vũng Tàu (Hodeco),Đang mở bán,753600.0,20/05/2024 9:11 AM,1500.0,chưa có đánh giá,"Dự án Khu đô thị Phước Thắng tọa lạc tại địa chi phường 12, TP Vũng Tàu, tỉnh Bà Rịa - Vũng Tàu. Dự án có vị trí tiếp giáp sông Dinh và trục đường 3/2, đây cũng chính là cửa ngõ trọng điểm của TP Vũng Tàu. Thông qua đường quốc lộ thì từ vị trí của dự án có thể dễ dàng di chuyển đến tỉnh và thành phố lân cận như TP.HCM, trung tâm TP Bà Rịa, Đồng Nai và Bình Thuận."
66f8fa168ac175583333e904,Căn hộ chung cư,Khu nhà ở xã hội Hodeco huyện Tân Thành: Dự án nhà ở xã hội tại Bà Rịa - Vũng Tàu,Bà Rịa - Vũng Tàu,,Công ty Cổ phần Phát triển Nhà Bà Rịa - Vũng Tàu (Hodeco),Đang mở bán,18243.0,20/05/2024 9:37 AM,261.0,5.0,"Dự án Khu nhà ở xã hội Hodeco huyện Tân Thành thuộc khu đất dự án cơ sở hạ tầng kỹ thuật khu nhà ở cho công nhân các khu công nghiệp tại Phú Mỹ, huyện Tân Thành, tỉnh Bà Rịa - Vũng Tàu. Dự án giáp với đường nội bộ khu nhà ở cán bộ công nhân viên cảng Cái Mép - Thị Vải nên thuận tiện trong quá trình di chuyển."
66f8fa198ac175583333e905,Khu Đô Thị,Long Phú Villa: Khu đô thị ở Bến Lức,Bến Lức,Long An,Công ty Cổ phần BĐS Trần Anh Long An (Trần Anh Group),Đang mở bán,30631.0,19/05/2024 8:01 PM,chưa cập nhật,chưa có đánh giá,"Khu đô thị Long Phú Villa nằm ngay bên Quốc lộ 1A, Bến Lức, Long An. Xung quanh dự án là những khu hành chính huyện Bến Lức và hệ thống tiện ích ngoại khu: UBND, công an huyện, trung tâm văn hóa thể thao, bệnh viện đa khoa, chợ Bến Lức, Coopmart, trường tiểu học Mai Thị Non, THPT Nguyễn Hữu Thọ,..."
66f8fa1c8ac175583333e906,Căn hộ chung cư,Diamond Alnata Plus: Phân khu căn hộ tại Celadon City,Quận Tân Phú,TP. Hồ Chí Minh,Gamuda Land Việt Nam,Đang mở bán,37699.0,11/09/2024 2:20 PM,chưa cập nhật,chưa có đánh giá,"Diamond Alnata Plus thuộc khu Diamond – Một trong bốn phân khu cao cấp của dự án Celadon City tọa lạc tại mặt đường N1, thuộc phường Sơn Kỳ, quận Tân Phú, TP.HCM."
66f8fa218ac175583333e907,Căn hộ chung cư,The Pathway: Tổ hợp căn hộ sát biển tại TP.Sầm Sơn,đường Hồ Xuân Hương,TP. Sầm Sơn,Công ty Cổ phần Tập đoàn Mặt Trời (Sun Group),Đang mở bán,chưa cập nhật,10/05/2024 11:08 AM,chưa cập nhật,chưa có đánh giá,"The Pathway là phân khu cao tầng nằm trong đại dự án Sun Grand Boulevard của Tập đoàn Sun Group, tọa lạc tại đường Hồ Xuân Hương, phường Trung Sơn, thành phố Sầm Sơn, tỉnh Thanh Hoá. Từ dự án có thể dễ dàng di chuyển đến các địa điểm du lịch nổi tiếng như: biển Sầm Sơn, đền Độc Cước, hòn Trống Mái, núi Trường Lệ,… chỉ trong vài phút di chuyển."
66f8fa238ac175583333e908,Khu Đô Thị,Spring Village: Dự án khu đô thị tại Nhơn Trạch,Đường Tôn Đức Thắng,Nhơn Trạch,Công ty Cổ phần Bất động sản Dân Xuân,Đang mở bán,182600.0,11/05/2024 11:09 AM,1430.0,5.0,"Spring Village là dự án khu đô thị tọa lạc tại đường Tôn Đức Thắng, thị trấn Hiệp Phước, huyện Nhơn Trạch, tỉnh Đồng Nai. Dự án cách các khu công nghiệp Nhơn Trạch chỉ 5 phút di chuyển, cách sân bay Quốc tế Long Thành 10 phút, sân golf Đại Phước 15 phút và 30 phút để di chuyển vào TP.HCM."
66f8fa268ac175583333e909,Khu Đô Thị,Dự án Sun Symphony Residence Đà Nẵng,đường Trần Hưng Đạo – Lê Văn Duyệt,Sơn Trà,Công ty TNHH Mặt Trời Đà Nẵng (Sun Property),Đang mở bán,80000.0,13/05/2024 3:24 PM,chưa cập nhật,5.0,"Sun Symphony Residence có vị trí tại đường Trần Hưng Đạo – Lê Văn Duyệt, phường Nại Hiên Đông, quận Sơn Trà, TP.Đà Nẵng. Dự án chỉ cách cầu quay sông Hàn chỉ 3 phút di chuyển, 5 phút đến tháp Trung tâm Hành chính Đà Nẵng, khách sạn Novotel, cầu Rồng, cầu Tình Yêu, bãi biển Mân Thái, biển Mỹ Khê, biển Phạm Văn Đồng và 15 phút đến công viên Asia Park, sân bay Đà Nẵng, công viên apec…"
